Date,spy,spyv,spyg,true label,1 ws,1 ld ,3 ws,3 ls,sc 1-ws,sc 1-ls,best,,,,,,,,,,,,,100,,,,,,,,
,,,,,,,,,,,Date,spy,spyv,spyg,true label,1 ws,1 ld ,3 ws,3 ls,sc 1-ws,sc 1-ls,,Date,SPY,SPYV,SPYG,1-WS,1-LS,3-WS,3-LS,SC 1-WS,SC 1-LS
12/8/09,-0.011097103,-0.010018937,-0.00918938,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/1/21,-0.011107156,-0.007858187,-0.014954977,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/21/20,-0.011129639,-0.02251457,-0.004415331,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/18/11,-0.011208552,-0.011091345,-0.008960294,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/13/14,-0.011213408,-0.004526614,-0.013007602,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/23/23,-0.011222816,-0.010462271,-0.011004413,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/15/10,-0.011224426,-0.010749668,-0.011085279,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/13/15,-0.011228489,-0.007147499,-0.01520147,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/11/13,-0.011230477,-0.013526779,-0.011344614,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/9/12,-0.011230844,-0.011357301,-0.009347092,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/2/23,-0.011239136,-0.011852974,-0.010857865,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/4/13,-0.011240443,-0.009168492,-0.013230255,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/31/07,-0.0112633,-0.014341119,-0.015284763,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/7/10,-0.011272403,-0.010493825,-0.009486578,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/15/22,-0.011353347,-0.007110966,-0.015326112,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/17/14,-0.01136606,-0.009381628,-0.011197763,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/5/23,-0.011413372,-0.010613956,-0.011556085,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/10/14,-0.011414418,-0.004709729,-0.014261977,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/11/22,-0.011423566,-0.005906041,-0.017307332,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/23/09,-0.011432973,-0.015538034,-0.007812789,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/5/15,-0.01145194,-0.009505615,-0.012945496,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/15/11,-0.011456891,-0.005939115,-0.010653054,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/28/10,-0.011472138,-0.001761896,-0.015918919,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/20/22,-0.011478631,-0.012556683,-0.009724784,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/29/18,-0.011501199,-0.015075374,-0.008821678,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/17/15,-0.011503657,-0.01111211,-0.011701332,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/18/20,-0.011512704,-0.007424091,-0.013543585,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/23/11,-0.011601001,-0.011090406,-0.01057176,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/2/06,-0.011605261,-0.007769081,-0.005498617,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/24/11,-0.011613136,0.003245407,-0.010481223,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/13/06,-0.011613749,-0.013993574,-0.009412335,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/8/13,-0.011646793,-0.010266949,-0.012324723,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/26/10,-0.011647067,-0.005707161,-0.006772914,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/15/23,-0.011648826,-0.012773845,-0.009602803,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/11/08,-0.011652119,-0.006621722,-0.00344415,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/17/23,-0.011692702,-0.016153369,-0.007692358,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/25/07,-0.011739799,-0.010095479,-0.011676757,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/9/09,-0.011752745,0.007533845,-0.006427479,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/25/15,-0.011767876,-0.017735231,-0.012063964,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/16/22,-0.011806115,-0.009936339,-0.014006173,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/4/14,-0.011822326,-0.005473558,-0.016393211,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/19/11,-0.011828518,-0.013322328,-0.014101889,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/26/22,-0.011830972,-0.005005236,-0.019003232,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/12/10,-0.011838152,-0.008977636,-0.014223279,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/13/12,-0.011888646,-0.007678065,-0.006794788,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/1/19,-0.011894774,-0.013767284,-0.011828362,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/23/20,-0.011931744,-0.000329096,-0.02005432,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/7/16,-0.011965806,-0.011735694,-0.01293451,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/26/23,-0.011974585,-0.007224772,-0.015654519,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/17/09,-0.012016039,-0.011394881,-0.010067842,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/8/12,-0.012023966,-0.006275929,-0.011737389,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/18/20,-0.012034833,-0.01257474,-0.011507297,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/15/23,-0.012048359,-0.010760111,-0.012857644,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/11/06,-0.012071081,-0.012783148,-0.011275125,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/23/10,-0.012144579,-0.011426314,-0.010827023,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/12/19,-0.012173333,-0.012613244,-0.011618643,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/25/22,-0.012209008,-0.003434603,-0.02038912,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/23/19,-0.012218735,-0.011857691,-0.011102293,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/30/21,-0.012222386,-0.016889278,-0.008057122,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/26/08,-0.012236053,-0.013592271,-0.006152293,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/20/23,-0.012287997,-0.011502707,-0.013434053,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/4/21,-0.012374625,-0.01012589,-0.015636545,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/19/09,-0.012385545,-0.018350648,-0.003565196,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/28/22,-0.012427897,-0.011085365,-0.012470424,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/13/10,-0.012430533,-0.00032728,-0.007574262,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/7/10,-0.012451,-0.007375211,-0.016952776,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/14/22,-0.012451665,-0.003817665,-0.020780939,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/20/13,-0.012462998,-0.009327576,-0.011627899,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/11/09,-0.012476687,-0.013860477,-0.00809453,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/27/18,-0.012486762,-0.013225761,-0.011594928,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/30/23,-0.012546828,-0.009418105,-0.015488015,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/28/10,-0.01254952,-0.011925645,-0.010082401,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/27/07,-0.012570863,-0.012139737,-0.012372536,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/30/15,-0.012575038,-0.013624737,-0.013296156,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/4/08,-0.012609436,-0.009880093,-0.012204122,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/6/16,-0.012614034,-0.014424033,-0.009642921,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/23/16,-0.012629562,-0.011583869,-0.011388937,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/11/16,-0.012629838,-0.011954579,-0.012584617,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/5/22,-0.012631357,-0.006444085,-0.017658543,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/24/13,-0.012635884,-0.012395309,-0.009689633,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/7/13,-0.012642657,-0.004688812,-0.014106435,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/3/09,-0.012651319,-0.015366122,-0.016429451,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/14/07,-0.012679543,-0.011999301,-0.010269252,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/11/12,-0.012697299,0.000304968,-0.011073618,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/11/22,-0.012715038,-0.00772877,-0.017827982,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/22/08,-0.012813708,-0.018019477,-0.021430497,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/20/16,-0.012814789,-0.016280206,-0.009200983,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/28/15,-0.012824288,-0.017321335,-0.010294126,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/24/10,-0.012831147,-0.011756538,-0.00985759,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/21/17,-0.012839577,-0.01385715,-0.01079524,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/23/22,-0.012878463,-0.011292486,-0.01428776,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/4/21,-0.012896003,-0.004549951,-0.020095857,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/22/15,-0.012979501,-0.012617445,-0.011343293,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/21/10,-0.012998146,-0.012572858,-0.014432449,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/11/16,-0.013007956,-0.014752468,-0.008448873,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/19/09,-0.013031324,-0.01154762,-0.013264032,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/12/06,-0.013058296,-0.010946085,-0.010617393,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/2/07,-0.013095585,-0.009211346,-0.011376391,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/10/08,-0.013104464,-0.005775036,-0.01093294,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/19/10,-0.013104992,-0.016052361,-0.019419593,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/28/11,-0.013123281,-0.01326815,-0.010555126,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/10/08,-0.01318311,-0.014105987,-0.016689178,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/27/15,-0.013190683,-0.008388072,-0.017671382,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/31/08,-0.013226378,-0.013198998,-0.009595398,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/3/21,-0.013245642,0.000547573,-0.024407729,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/17/08,-0.013276234,-0.023649457,-0.025197953,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/13/14,-0.013304931,-0.01211186,-0.013381997,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/18/23,-0.013325125,-0.014614291,-0.012479466,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/9/15,-0.013371614,-0.014375566,-0.014165189,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/3/23,-0.013386059,-0.013892328,-0.013096079,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/23/08,-0.013404113,-0.013278015,-0.009476639,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/19/22,-0.013438029,-0.008434756,-0.018217278,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/8/16,-0.013461307,-0.007489935,-0.014855068,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/24/18,-0.013467299,-0.008389259,-0.019503582,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/31/19,-0.013475115,-0.013215911,-0.013462261,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/18/21,-0.013490598,-0.01852327,-0.007816341,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/14/12,-0.013498888,-0.018603789,-0.015149292,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/3/08,-0.01350043,-0.012583508,-0.012989896,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/22/19,-0.013510364,-0.01308539,-0.013615228,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/19/18,-0.013530196,-0.010778443,-0.015336571,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/1/14,-0.013551688,-0.013394663,-0.014378499,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/16/09,-0.013563409,-0.011635053,-0.013544396,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/18/10,-0.013602443,-0.014802238,-0.011210753,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/25/18,-0.013612704,-0.009045415,-0.01762727,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/4/21,-0.013613856,-0.013666972,-0.014288192,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/18/08,-0.013674964,-0.013924848,-0.013978553,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/9/07,-0.013727012,0.005183286,-0.017326013,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/27/06,-0.013751311,-0.012087978,-0.017160918,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/16/23,-0.013768831,-0.011876509,-0.015134919,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/15/07,-0.013774948,-0.019451258,-0.016681742,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/13/22,-0.013778723,-0.001876031,-0.024580763,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/19/13,-0.013817183,-0.011441366,-0.011294193,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/20/23,-0.013857271,-0.016132501,-0.012897227,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/24/23,-0.013859054,-0.011424482,-0.015010655,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/23/12,-0.013876523,-0.011162245,-0.009518059,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/7/09,-0.013891813,-0.010455268,-0.01474331,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/20/07,-0.013897461,-0.015046859,-0.010454037,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/7/07,-0.013907003,-0.014605946,-0.017088209,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/10/11,-0.01391038,-0.011789858,-0.014988697,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/2/23,-0.013910852,-0.011664449,-0.015156369,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/19/07,-0.013924406,-0.013024528,-0.012417878,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/15/08,-0.013933983,-0.009855229,-0.005130557,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/12/15,-0.01395968,-0.014897764,-0.011004974,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/4/16,-0.01397945,-0.01209341,-0.019966134,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/15/13,-0.013985899,-0.014131788,-0.01508852,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/5/13,-0.014001232,-0.013876947,-0.015033999,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/3/15,-0.014002906,-0.012564958,-0.015513798,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/6/15,-0.014064499,-0.014211269,-0.014790139,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/15/08,-0.014097348,-0.01618705,-0.011721594,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/10/17,-0.014115069,-0.007668094,-0.015762388,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/6/20,-0.014215964,-0.009102828,-0.017169916,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/10/07,-0.014238745,-0.015336581,-0.011078814,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/22/22,-0.01426622,-0.011031332,-0.017458769,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/17/07,-0.014269357,-0.015151666,-0.016499596,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/25/23,-0.014352223,-0.011086463,-0.016745564,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/31/13,-0.014352428,-0.008254219,-0.015362074,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/21/09,-0.014363414,-0.012050532,-0.019963675,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/13/16,-0.014375413,-0.015269879,-0.009475724,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/6/22,-0.014414765,-0.010000092,-0.01913078,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/15/07,-0.014424335,-0.018679277,-0.008953287,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/10/23,-0.014429425,-0.014914139,-0.013982042,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/18/18,-0.014441264,-0.008580739,-0.018573986,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/25/08,-0.014445674,-0.017133623,-0.009169242,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/3/20,-0.014454216,-0.016600766,-0.01346327,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/23/10,-0.01447756,-0.012383598,-0.013598011,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/30/10,-0.01450493,-0.017730415,-0.009868824,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/30/12,-0.01451025,-0.013482388,-0.008944425,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/1/18,-0.014540751,-0.010606699,-0.015020296,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/18/21,-0.01454965,-0.00628089,-0.023243483,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/5/06,-0.014573702,-0.014976014,-0.021565046,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/12/11,-0.014597525,-0.018033657,-0.015292835,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/17/13,-0.014611077,-0.014462515,-0.013506217,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/6/12,-0.014625561,-0.016089201,-0.012620132,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/25/15,-0.01465389,-0.009019775,-0.020007903,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/28/08,-0.014663754,-0.016321732,-0.01603647,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/26/23,-0.014691282,-0.015057401,-0.013879606,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/11/08,-0.01471253,-0.016778761,-0.013722906,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/19/21,-0.014767958,-0.019852575,-0.010905101,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/14/08,-0.014800527,0.008289538,-0.020991285,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/17/12,-0.014831144,-0.020716652,-0.01683245,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/24/10,-0.014843442,-0.008537839,-0.020246826,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/7/10,-0.014875223,-0.016912074,-0.027243625,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/7/08,-0.0148918,-0.02314098,-0.015176768,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/31/20,-0.014905284,-0.018237131,-0.013251965,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/21/22,-0.014953538,-0.010818236,-0.018433196,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/19/18,-0.014975733,-0.012296232,-0.018362596,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/25/16,-0.015116693,-0.016865005,-0.012346826,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/4/15,-0.015136744,-0.011596611,-0.013574611,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
